rooms,total_area,living_area,floor,kitchen_area,airports_nearest,cityCenters_nearest,last_price
2,48.0,28.6,8,7.1,27960.0,12483.0,4600000.0
2,53.9,33.3,4,6.0,26590.0,8446.0,6000000.0
1,37.1,16.6,9,9.3,33003.0,14102.0,4380000.0
2,48.0,28.0,4,7.0,13873.0,14211.0,4250000.0
1,30.6,17.78,2,5.35,11756.0,8973.0,3400000.0
4,145.0,94.54,3,15.7,25054.0,3902.0,22315000.0
2,71.0,44.0,3,10.2,21158.0,3786.0,6500000.0
2,47.8,29.0,15,8.0,50601.0,15352.0,5350000.0
2,45.4,28.4,8,7.0,51662.0,15067.0,4000000.0
1,31.1,15.7,4,8.0,41786.0,10666.0,2990000.0
3,128.0,75.0,5,16.0,51690.0,14764.0,17500000.0
2,63.9,37.7,5,10.5,13849.0,8636.0,7900000.0
4,139.6,92.1,6,17.2,22726.0,4361.0,19900000.0
2,56.1,30.8,13,11.9,45929.0,18654.0,6300000.0
1,31.2,15.5,2,8.1,46127.0,15233.0,3150000.0
1,32.0,18.0,5,5.0,36117.0,9784.0,3099000.0
1,30.3,17.3,5,5.4,26020.0,29445.0,2700000.0
2,53.0,28.0,12,8.3,33863.0,12182.0,4800000.0
3,90.0,55.0,3,14.0,18689.0,17691.0,12300000.0
1,38.7,20.1,11,10.3,37793.0,12690.0,4500000.0
1,41.0,17.0,8,10.0,36772.0,11925.0,5000000.0
2,67.0,34.0,6,14.0,10318.0,9874.0,13990000.0
4,93.4,63.6,3,12.6,41827.0,21046.0,6999000.0
2,45.8,29.7,2,7.8,15892.0,14433.0,4090000.0
2,62.7,34.2,1,10.7,16961.0,16869.0,4400000.0
3,96.5,55.2,5,17.8,10451.0,13000.0,13800000.0
3,84.0,56.0,1,10.0,49870.0,53294.0,4900000.0
1,33.5,17.1,6,9.3,41935.0,9551.0,3620000.0
3,65.0,42.0,1,8.0,13289.0,15881.0,5300000.0
1,45.6,21.1,3,9.8,44812.0,10500.0,4650000.0
2,93.6,34.3,10,29.9,36533.0,9289.0,17000000.0
2,61.0,34.0,1,11.0,43427.0,15930.0,5300000.0
1,34.0,18.0,8,8.0,21190.0,22902.0,3300000.0
2,71.0,35.6,1,16.1,39384.0,11087.0,9950000.0
4,110.0,76.2,3,12.4,24085.0,4653.0,16000000.0
3,75.0,53.0,3,8.0,35111.0,30300.0,9200000.0
4,118.0,66.0,2,25.1,20346.0,1356.0,11490000.0
2,60.0,33.5,1,11.0,15324.0,16995.0,5750000.0
2,64.3,35.0,14,12.0,36531.0,11992.0,8500000.0
1,37.0,18.0,6,8.0,18545.0,17547.0,3000000.0
2,78.0,42.0,3,14.5,54175.0,35275.0,6350000.0
2,80.0,47.0,15,15.0,13290.0,13937.0,9000000.0
3,71.0,38.2,2,15.5,27122.0,30547.0,6500000.0
1,31.84,17.19,4,8.08,20381.0,19383.0,3300000.0
1,38.4,20.0,13,10.4,17475.0,14943.0,5150000.0
2,45.6,28.4,8,7.0,49152.0,14977.0,4100000.0
1,34.9,17.5,10,7.5,34592.0,13165.0,4025000.0
2,42.0,28.0,3,5.0,24733.0,22180.0,3200000.0
2,42.8,27.5,1,5.8,39812.0,9072.0,3400000.0
2,73.8,34.8,6,14.7,51907.0,14368.0,8370000.0
2,59.3,30.7,2,10.7,39631.0,18686.0,4089000.0
2,70.0,37.0,13,10.0,14878.0,9791.0,7500000.0
3,50.0,33.0,4,8.0,25905.0,4753.0,6500000.0
1,32.0,18.2,5,5.5,14133.0,8382.0,3490000.0
2,50.0,35.0,8,7.0,25122.0,5690.0,8999000.0
1,35.0,16.0,4,11.0,25360.0,14749.0,3715000.0
1,33.2,19.0,5,6.0,10691.0,11766.0,3990000.0
2,60.0,31.0,8,9.0,34201.0,14069.0,7500000.0
1,41.2,18.0,4,10.5,52212.0,16802.0,4750000.0
1,33.8,18.0,11,8.0,31861.0,12933.0,3199000.0
2,49.0,30.8,3,6.6,23226.0,15840.0,5200000.0
2,68.8,34.2,5,11.6,31744.0,4836.0,11390000.0
1,50.0,18.0,6,14.0,18487.0,30641.0,5250000.0
2,63.0,37.0,12,12.0,46625.0,16554.0,7400000.0
1,31.2,18.0,3,6.25,44053.0,16556.0,3150000.0
2,50.0,28.0,5,8.0,29791.0,12652.0,5350000.0
2,47.0,30.0,3,11.0,24940.0,5508.0,4800000.0
5,100.6,64.2,4,14.0,23974.0,4542.0,10700000.0
1,31.0,18.0,1,5.7,13510.0,14589.0,2650000.0
2,60.0,29.0,5,10.5,30917.0,3896.0,7500000.0
1,43.0,17.3,7,12.6,36628.0,14780.0,5450000.0
5,237.8,144.6,4,26.0,39739.0,7011.0,31500000.0
2,57.5,36.4,4,8.0,29731.0,8579.0,5400000.0
2,57.0,29.0,13,14.0,43431.0,12188.0,6750000.0
3,72.0,48.0,3,8.5,32672.0,12266.0,6200000.0
1,50.9,19.8,5,10.4,33814.0,6947.0,6800000.0
2,44.0,27.3,9,6.7,12609.0,15201.0,4150000.0
3,63.9,39.6,8,9.5,12588.0,15180.0,5200000.0
2,49.9,25.0,1,10.0,13567.0,14384.0,4000000.0
3,141.0,65.72,11,35.35,37434.0,8460.0,20445000.0
2,44.6,31.0,5,5.0,25440.0,28864.0,3400000.0
1,34.0,17.0,4,9.0,29146.0,34933.0,3200000.0
1,40.0,20.0,3,10.0,18399.0,29646.0,2600000.0
1,43.7,21.1,13,11.5,11924.0,10475.0,5300000.0
2,46.0,32.0,3,6.9,25463.0,14340.0,3550000.0
2,63.0,32.6,20,10.0,10552.0,13063.0,7450000.0
3,61.7,44.0,4,6.9,21501.0,14231.0,4350000.0
3,133.0,72.0,4,17.7,24796.0,3371.0,17850000.0
1,33.6,14.5,3,8.9,10638.0,12082.0,4750000.0
1,42.4,17.2,10,10.0,22314.0,17642.0,3975000.0
3,57.2,39.0,4,6.2,35102.0,12017.0,6000000.0
2,74.0,40.0,1,9.0,24261.0,4670.0,6200000.0
1,32.0,17.0,5,6.3,47059.0,15204.0,3200000.0
2,64.0,33.0,2,11.0,18039.0,4352.0,8520000.0
1,37.0,20.5,5,6.5,15027.0,13568.0,3499999.0
1,28.0,20.0,3,7.0,21460.0,16788.0,3050000.0
2,50.0,29.0,1,8.5,26128.0,31914.0,3440000.0
2,78.8,39.2,4,12.8,32838.0,4367.0,9990000.0
1,31.3,18.0,2,6.0,11704.0,10223.0,2800000.0
2,67.0,37.5,13,10.6,33756.0,13625.0,7650000.0
3,125.0,74.0,6,8.0,37821.0,12719.0,12100000.0
3,61.7,43.4,7,6.3,47433.0,16723.0,5190000.0
1,34.0,17.6,7,8.0,32711.0,11785.0,3000000.0
2,67.5,36.4,13,10.4,27373.0,6075.0,10990000.0
2,45.0,29.0,1,7.0,15063.0,13604.0,4250000.0
1,33.0,18.0,4,6.3,24723.0,28148.0,2250000.0
3,103.2,47.0,18,30.2,40584.0,12398.0,12950000.0
4,107.1,58.8,15,13.5,38178.0,11763.0,14000000.0
2,51.0,30.2,7,7.9,12317.0,14908.0,5000000.0
1,31.0,17.0,3,5.0,14528.0,26681.0,3300000.0
1,36.1,18.3,4,7.0,65224.0,46949.0,2990000.0
1,35.0,13.5,19,15.0,52480.0,15598.0,5500000.0
2,48.0,27.0,8,7.0,15026.0,17474.0,4350000.0
1,45.0,25.0,2,15.0,31284.0,4525.0,6100000.0
1,31.0,17.0,1,7.0,36794.0,9487.0,3000000.0
1,43.0,18.0,12,10.0,45596.0,14296.0,5400000.0
2,57.9,31.62,13,10.09,7106.0,13322.0,5490000.0
2,87.0,37.0,3,15.0,49343.0,52768.0,5960000.0
2,52.0,30.0,7,8.0,32622.0,14071.0,5130000.0
2,45.0,26.2,7,7.3,17863.0,16865.0,4550000.0
4,179.7,92.7,12,14.2,31039.0,13021.0,19000000.0
1,36.2,21.4,12,7.3,43692.0,10473.0,3730000.0
4,168.0,72.52,2,46.0,17112.0,16114.0,20500000.0
3,69.0,43.0,8,9.0,30252.0,7624.0,8990000.0
3,92.5,54.0,12,10.7,54061.0,23986.0,6700000.0
2,45.3,27.9,2,8.3,24150.0,29936.0,3300000.0
2,52.2,30.4,5,6.8,13835.0,12367.0,4700000.0
3,200.3,101.0,11,32.1,31887.0,4979.0,62171920.0
2,52.7,37.1,2,6.7,19547.0,3816.0,4600000.0
2,45.3,31.2,1,6.1,20243.0,14385.0,3190000.0
2,65.0,34.0,7,12.5,13665.0,12398.0,7500000.0
1,32.0,18.0,2,6.0,49480.0,15305.0,2850000.0
2,68.0,39.5,3,8.3,35652.0,10567.0,5200000.0
1,32.0,18.7,1,5.4,28945.0,24134.0,2600000.0
2,63.8,39.9,4,6.6,24202.0,4034.0,6650000.0
1,40.5,18.6,6,10.8,18012.0,23688.0,2900000.0
4,75.0,47.0,9,9.0,29693.0,12524.0,7570000.0
1,38.0,17.0,3,9.0,14982.0,27136.0,4200000.0
2,52.0,31.0,3,9.5,34446.0,11799.0,5900000.0
2,56.7,29.6,5,7.3,47632.0,15812.0,5500000.0
2,46.0,29.0,2,7.0,27483.0,33269.0,3800000.0
2,65.0,32.0,7,14.0,32685.0,6131.0,16900000.0
4,73.2,51.8,9,6.3,22089.0,16209.0,6540000.0
1,42.3,18.0,8,11.0,11637.0,17424.0,3330000.0
3,69.7,48.4,1,8.8,12126.0,8164.0,8250000.0
2,70.0,42.0,7,12.0,18140.0,17143.0,8300000.0
2,63.0,31.0,8,13.0,34530.0,14398.0,7500000.0
4,104.0,63.3,6,7.5,25017.0,3865.0,9190000.0
1,33.8,18.7,4,7.0,33954.0,14256.0,3800000.0
2,60.6,35.4,3,10.7,10841.0,12458.0,6300000.0
5,100.0,64.8,11,6.8,49791.0,15645.0,6800000.0
2,52.0,31.0,8,8.0,29615.0,6987.0,7200000.0
2,44.6,30.3,5,7.0,15001.0,13542.0,3980000.0
1,40.0,20.0,3,10.0,35094.0,15396.0,4500000.0
2,52.0,30.0,2,10.0,40114.0,32795.0,4500000.0
3,94.9,52.77,15,14.56,39140.0,10364.0,15715440.0
2,57.1,32.05,6,9.5,48847.0,16685.0,5670000.0
1,40.5,18.6,9,11.0,15033.0,13574.0,3650000.0
4,77.7,55.1,4,10.0,27486.0,11854.0,6000000.0
2,62.0,33.1,3,10.6,45922.0,19493.0,7300000.0
1,35.1,16.8,8,9.5,36276.0,10591.0,4570000.0
4,91.7,69.6,3,5.6,24294.0,2877.0,8400000.0
1,32.0,18.0,9,6.0,14358.0,15134.0,3300000.0
1,55.0,23.0,4,16.0,37412.0,8370.0,7070434.0
5,201.0,131.5,5,19.5,24468.0,4035.0,53800000.0
1,39.0,18.0,12,12.0,17632.0,15973.0,4400000.0
2,60.0,31.0,2,14.0,17101.0,17110.0,5650000.0
2,46.4,27.4,4,8.4,26442.0,5290.0,4350000.0
2,57.0,33.0,18,11.0,52768.0,17994.0,5949000.0
3,69.7,41.1,4,8.0,51123.0,14390.0,7100000.0
1,30.0,15.2,6,6.7,29186.0,12791.0,2800000.0
2,64.0,54.0,21,10.0,21595.0,12029.0,9950000.0
5,149.0,107.0,6,8.1,24714.0,3044.0,22900000.0
3,74.0,48.0,4,7.5,16602.0,8133.0,8000000.0
1,33.0,18.0,9,9.0,14861.0,12449.0,3550000.0
2,46.1,32.0,1,7.0,32472.0,9550.0,3600000.0
2,45.5,31.0,1,6.0,42159.0,14663.0,4200000.0
4,98.0,71.9,5,9.0,38809.0,8069.0,9690000.0
1,42.0,18.0,11,10.3,19891.0,21603.0,4130000.0
1,41.1,20.5,12,10.0,16548.0,11013.0,5450000.0
1,37.0,18.0,2,13.0,54498.0,18724.0,2990000.0
1,31.0,18.0,2,6.0,11035.0,10667.0,3549000.0
3,76.1,48.0,6,10.3,11135.0,8945.0,10300000.0
1,52.0,34.0,1,16.0,24535.0,1276.0,14900000.0
2,57.5,32.5,10,10.6,43269.0,13145.0,9000000.0
3,114.0,51.0,2,41.0,36460.0,9271.0,13800000.0
1,34.1,14.4,5,8.7,25518.0,31305.0,2900000.0
1,35.0,21.0,7,6.4,25531.0,28956.0,3380000.0
3,54.0,36.0,5,6.0,21309.0,10606.0,5400000.0
6,274.65,159.5,7,21.1,27124.0,7463.0,59914124.0
4,127.6,68.0,9,16.72,31227.0,3541.0,30877260.0
3,115.2,56.1,4,24.5,22544.0,1949.0,8250000.0
7,179.0,126.4,5,20.9,20070.0,3186.0,15000000.0
1,47.65,22.15,19,12.4,17467.0,12318.0,5900000.0
1,38.8,14.0,7,10.8,23239.0,12102.0,3800000.0
2,54.9,31.1,4,8.2,17235.0,12490.0,7190000.0
3,64.0,38.7,10,8.6,35620.0,9913.0,7990000.0
2,55.1,31.0,3,9.0,33162.0,12903.0,5600000.0
2,64.9,33.1,10,17.9,18695.0,16268.0,7000000.0
2,50.2,29.6,2,7.8,17307.0,30523.0,3900000.0
3,60.0,39.4,7,7.0,57380.0,34309.0,4650000.0
2,55.0,30.0,3,8.3,38310.0,13208.0,4950000.0
1,39.0,17.0,20,10.3,43731.0,10898.0,3990000.0
4,92.0,65.0,2,13.0,23496.0,3037.0,12700000.0
3,95.0,50.0,17,16.4,33249.0,10804.0,11250000.0
1,41.0,16.0,4,12.0,54050.0,35150.0,3850000.0
1,33.3,16.3,1,9.3,15891.0,14687.0,3750000.0
3,81.0,45.6,3,13.8,52212.0,16802.0,8130000.0
3,62.4,39.5,1,9.8,12588.0,15180.0,5050000.0
1,31.4,17.5,3,6.0,40232.0,9491.0,3480000.0
2,41.3,26.9,4,5.8,21255.0,15623.0,4025000.0
3,78.6,51.4,3,9.0,20930.0,1641.0,9900000.0
2,66.2,33.0,4,11.0,24462.0,12032.0,6790000.0
1,39.0,17.0,6,10.0,49820.0,15525.0,3660000.0
3,55.4,40.9,3,5.3,42392.0,9518.0,4450000.0
1,66.2,25.44,2,13.7,27102.0,7442.0,15093000.0
1,63.0,25.0,1,20.0,26585.0,30010.0,3700000.0
1,39.0,20.1,17,8.2,33457.0,14480.0,3640000.0
2,62.0,32.0,14,13.0,41570.0,11703.0,5980000.0
2,59.0,36.0,20,10.0,33166.0,12828.0,5950000.0
1,53.0,17.0,21,16.0,48012.0,15501.0,6590000.0
2,38.3,27.5,1,4.0,56095.0,25867.0,3100000.0
2,60.2,55.0,24,14.84,33606.0,14769.0,6540000.0
3,98.0,54.0,16,13.0,53791.0,18006.0,7232310.0
2,45.0,29.1,3,6.0,15070.0,9983.0,3500000.0
2,45.6,29.0,2,6.3,41882.0,14386.0,3700000.0
1,35.6,15.8,6,8.4,15963.0,16970.0,3950000.0
3,72.1,44.0,4,10.0,30889.0,5992.0,8300000.0
3,61.0,43.0,2,16.0,25609.0,29034.0,4500000.0
2,49.0,26.7,1,6.8,24404.0,4623.0,4750000.0
3,59.0,39.2,9,5.4,16755.0,15758.0,5500000.0
3,71.6,43.3,11,8.7,30922.0,8294.0,8200000.0
3,74.0,45.4,5,9.8,20717.0,936.0,11490000.0
3,57.8,39.0,3,6.0,50524.0,15056.0,5500000.0
3,62.0,40.0,8,8.0,15318.0,13859.0,6450000.0
3,151.3,92.34,9,12.18,37407.0,8434.0,24466724.0
2,50.3,30.4,3,7.0,13289.0,15881.0,4400000.0
3,79.0,45.0,1,13.0,44132.0,10914.0,9200000.0
4,113.3,70.0,24,9.0,12747.0,12998.0,11000000.0
3,79.8,47.3,1,14.9,38817.0,12723.0,6300000.0
2,79.6,42.7,7,18.0,39393.0,11096.0,13300000.0
3,56.6,42.0,5,5.2,29953.0,8801.0,4500000.0
3,62.0,41.0,9,7.0,45992.0,13643.0,4900000.0
2,44.0,28.0,5,5.0,11053.0,11382.0,4390000.0
3,66.0,41.0,2,11.0,26394.0,5241.0,6215000.0
3,82.5,43.0,3,14.0,23548.0,3090.0,7400000.0
2,59.2,36.0,3,7.6,68501.0,50227.0,5000000.0
1,41.5,17.7,16,11.0,53148.0,19325.0,3950000.0
1,31.0,15.5,7,7.0,31681.0,4511.0,3850000.0
1,31.3,17.4,2,5.6,16784.0,15786.0,2650000.0
2,70.0,40.0,6,10.7,33960.0,15059.0,7470000.0
2,50.0,30.0,3,6.0,14619.0,26772.0,5150000.0
2,42.2,27.0,5,6.0,43061.0,15565.0,4500000.0
1,44.1,20.3,1,8.7,17472.0,31582.0,3490000.0
1,40.0,20.0,3,10.0,50819.0,16147.0,4490000.0
4,94.7,64.6,1,9.7,16666.0,28820.0,7700000.0
1,30.9,16.9,3,5.5,16877.0,11982.0,3400000.0
3,116.0,77.5,2,15.0,25291.0,3866.0,10900000.0
1,42.5,19.5,19,12.5,15839.0,14635.0,3900000.0
4,72.5,49.7,6,9.0,19417.0,3826.0,7200000.0
2,102.0,54.0,4,10.0,24297.0,4865.0,15000000.0
4,128.0,63.2,4,30.0,41570.0,11703.0,12000000.0
2,74.0,34.4,30,13.0,18732.0,20444.0,10150000.0
2,42.0,28.0,2,5.4,38874.0,31165.0,3400000.0
3,78.0,49.5,5,15.0,45897.0,35511.0,4500000.0
2,49.35,26.13,13,8.65,29344.0,8046.0,4472000.0
1,36.9,21.0,12,7.6,45767.0,19337.0,4499000.0
3,54.0,37.3,1,6.6,43048.0,15552.0,4390000.0
2,66.0,36.0,6,10.0,13839.0,15091.0,6990000.0
4,224.5,163.5,3,30.0,22805.0,2335.0,125000000.0
2,60.0,31.2,11,13.9,17101.0,17110.0,6300000.0
2,71.86,36.0,4,15.0,34967.0,14640.0,6400000.0
1,30.0,17.5,2,5.5,27219.0,33005.0,2850000.0
2,108.0,59.0,2,11.0,21908.0,287.0,9590000.0
3,82.2,34.0,5,23.0,27241.0,33027.0,8000000.0
2,45.52,29.9,4,7.0,22229.0,14421.0,3500000.0
1,42.0,17.0,5,12.0,27850.0,9766.0,3800000.0
2,44.0,30.0,2,6.0,12709.0,10403.0,3350000.0
3,54.08,37.8,9,6.9,23350.0,12971.0,4650000.0
7,184.4,125.7,5,23.1,23382.0,2923.0,16000000.0
2,125.0,50.0,2,20.0,21912.0,2389.0,55800000.0
2,65.0,34.6,4,10.8,36395.0,10753.0,6400000.0
2,53.0,31.0,8,8.6,30386.0,11250.0,4900000.0
1,42.0,16.0,13,12.0,17131.0,15927.0,3900000.0
2,55.2,32.7,11,10.0,13991.0,12787.0,5100000.0
2,56.0,27.0,9,11.0,53717.0,19894.0,4850000.0
2,46.0,27.0,1,6.0,14967.0,7848.0,4100000.0
1,31.4,17.7,1,5.0,16479.0,15482.0,2750000.0
1,41.0,18.5,7,10.8,13858.0,15902.0,4380000.0
1,35.0,15.0,21,9.0,33331.0,14495.0,4000000.0
2,44.2,27.0,7,6.3,24675.0,28100.0,3100000.0
3,114.4,64.1,5,22.1,24733.0,5827.0,14240000.0
1,49.0,17.0,20,14.0,35742.0,15032.0,5700000.0
1,50.0,20.0,15,15.0,17632.0,15973.0,5200000.0
1,41.1,17.0,6,10.0,37948.0,14769.0,4650000.0
2,44.8,26.3,3,5.5,17517.0,15904.0,4350000.0
3,62.0,36.0,1,13.3,30153.0,9001.0,4990000.0
2,62.0,40.0,25,9.0,38786.0,15658.0,7000000.0
4,98.0,67.0,7,11.2,25413.0,28837.0,6700000.0
2,53.8,29.5,2,10.0,26248.0,5096.0,8150000.0
2,50.0,24.0,4,7.5,21980.0,1514.0,5700000.0
3,95.0,52.0,3,17.0,10066.0,24920.0,7500000.0
5,126.3,89.5,3,13.1,24397.0,3191.0,14200000.0
3,61.0,44.0,5,6.3,48175.0,16156.0,6250000.0
3,54.5,38.2,1,5.0,58086.0,35014.0,4650000.0
2,45.7,30.0,3,6.5,23269.0,14371.0,3650000.0
3,78.3,51.8,2,7.1,25685.0,2136.0,16800000.0
3,56.0,43.0,5,6.0,23649.0,29436.0,3000000.0
1,42.11,14.5,4,14.3,43074.0,10820.0,4570000.0
1,37.4,36.4,10,8.6,19979.0,21690.0,4000000.0
2,72.7,35.76,9,15.09,32158.0,8297.0,6220000.0
3,89.0,53.0,5,8.0,24508.0,2838.0,9000000.0
2,60.8,33.8,6,10.8,56692.0,33622.0,5700000.0
3,86.0,50.0,19,12.0,34279.0,15447.0,6000000.0
2,41.6,26.6,7,6.0,20053.0,4155.0,5200000.0
2,55.9,28.7,1,8.8,39816.0,18870.0,3450000.0
1,33.6,17.6,5,8.6,14769.0,12273.0,2750000.0
1,34.0,18.0,2,9.0,16122.0,11598.0,3900000.0
2,45.3,29.0,1,6.0,17439.0,17063.0,3500000.0
4,215.0,55.0,2,17.0,24842.0,28266.0,21000000.0
3,61.7,42.0,4,7.0,14263.0,12804.0,5400000.0
3,60.0,46.0,8,7.0,25944.0,14657.0,4690000.0
2,72.0,49.0,3,10.0,24492.0,3286.0,10140000.0
3,75.0,47.9,1,10.6,18492.0,15646.0,5000000.0
3,72.7,42.4,10,9.0,29218.0,11645.0,6650000.0
2,71.8,35.0,5,16.1,18539.0,30693.0,9300000.0
1,31.0,16.0,8,8.0,45756.0,14755.0,3650000.0
1,41.7,19.3,8,9.7,35668.0,10255.0,5300000.0
3,71.3,43.1,3,10.8,36336.0,11535.0,6375000.0
6,111.0,84.5,3,10.2,21984.0,1902.0,9100000.0
1,42.0,20.0,10,10.6,48604.0,15973.0,4500000.0
4,95.0,61.7,2,15.0,25158.0,5726.0,10200000.0
3,113.0,55.6,2,40.0,14137.0,26291.0,14700000.0
1,31.0,16.0,17,5.0,35124.0,15426.0,3600000.0
2,68.0,35.0,17,17.0,16087.0,14883.0,5460000.0
1,30.0,17.0,12,6.8,10764.0,10294.0,3990000.0
3,72.0,43.3,6,8.4,36238.0,13153.0,6500000.0
2,53.0,29.0,1,9.7,27313.0,6016.0,5999000.0
3,107.0,53.0,8,27.0,39408.0,11111.0,14500000.0
3,83.0,49.3,7,12.0,20473.0,22185.0,7800000.0
2,44.7,29.4,1,5.5,45872.0,14086.0,4350000.0
2,60.0,35.0,1,11.0,55616.0,21291.0,4300000.0
2,50.0,29.0,5,9.0,71618.0,52717.0,6100000.0
3,97.3,43.9,2,11.5,20562.0,19565.0,7800000.0
7,162.8,121.6,4,15.9,20631.0,1899.0,13520000.0
2,74.0,45.1,7,13.4,25547.0,28972.0,5600000.0
1,36.0,18.0,8,8.0,43542.0,9399.0,5100000.0
3,108.7,55.7,14,24.7,33175.0,4714.0,29000000.0
3,99.0,45.0,3,13.0,35585.0,10207.0,14586000.0
2,70.3,36.15,5,12.35,27314.0,6017.0,10861350.0
1,39.0,16.0,8,12.0,14809.0,13606.0,3650000.0
1,38.0,17.3,2,10.0,44790.0,8643.0,4900000.0
2,89.0,41.0,4,16.0,36897.0,10647.0,6250000.0
1,31.0,18.0,4,6.0,15348.0,8229.0,3150000.0
2,54.0,34.0,3,6.5,22083.0,14275.0,6450000.0
1,33.2,19.0,2,6.0,19644.0,12322.0,3950000.0
1,31.0,16.0,5,7.0,14117.0,15195.0,3950000.0
3,56.0,40.0,3,7.0,24964.0,30750.0,4250000.0
3,88.2,51.6,8,14.2,33557.0,14656.0,9900000.0
3,53.0,39.0,3,6.0,49687.0,15393.0,5600000.0
4,228.0,165.0,1,26.0,22783.0,1295.0,77000000.0
3,57.7,39.6,1,6.1,27845.0,12368.0,5000000.0
4,120.0,71.0,2,7.0,26528.0,5231.0,16000000.0
3,65.8,41.9,1,10.1,26393.0,32180.0,3750000.0
2,45.0,30.0,1,7.0,27706.0,9594.0,5200000.0
2,48.6,25.9,3,8.6,22794.0,1645.0,6500000.0
3,66.0,42.0,2,10.3,19693.0,13494.0,4900000.0
3,75.0,51.0,5,9.0,26634.0,5481.0,8500000.0
1,41.0,16.5,12,12.0,12581.0,13821.0,5600000.0
1,32.9,20.9,5,6.0,19246.0,16031.0,3100000.0
3,50.0,34.7,3,7.2,45491.0,15452.0,4300000.0
1,48.0,20.0,17,12.0,33917.0,15016.0,5999000.0
2,55.0,32.7,8,9.9,34270.0,11884.0,6080000.0
2,45.0,30.0,2,7.2,15330.0,13871.0,4390000.0
2,81.0,55.0,5,7.0,20505.0,1772.0,20000000.0
1,38.0,15.0,8,13.0,52726.0,18900.0,4167000.0
3,67.8,42.0,3,10.5,35451.0,15753.0,6900000.0
3,71.0,47.0,2,10.0,19125.0,3580.0,7500000.0
2,95.5,38.0,1,25.0,38973.0,10676.0,10500000.0
2,45.5,29.6,3,6.9,18402.0,21563.0,3200000.0
4,82.6,50.9,8,9.4,25838.0,4686.0,12710000.0
1,32.0,18.4,3,5.2,14600.0,26754.0,3150000.0
1,38.0,20.2,14,10.2,27691.0,33477.0,3099000.0
1,37.0,18.0,9,8.0,19439.0,15587.0,3400000.0
4,74.0,49.0,6,7.0,35554.0,11585.0,6399000.0
1,32.7,13.5,18,8.0,52996.0,19143.0,3499000.0
2,54.0,27.0,12,10.0,15341.0,14137.0,4750000.0
1,29.0,14.0,6,7.0,26257.0,32044.0,2400000.0
1,34.0,14.7,17,8.4,43157.0,15661.0,5200000.0
3,60.1,39.3,5,6.4,43446.0,13627.0,5900000.0
3,89.0,48.0,11,15.0,23364.0,5803.0,9567276.0
1,32.2,14.2,4,8.0,19644.0,18647.0,3300000.0
2,50.0,28.0,2,6.0,9855.0,10379.0,4400000.0
4,73.9,46.5,11,8.3,13758.0,11885.0,6500000.0
1,31.0,15.2,4,8.2,11964.0,10434.0,4100000.0
3,73.5,46.8,1,7.3,11633.0,8850.0,6900000.0
1,42.0,19.0,15,10.0,10596.0,13971.0,4749000.0
3,68.5,45.0,6,8.0,15610.0,14407.0,5500000.0
3,79.0,52.0,2,10.0,20628.0,3233.0,8870000.0
3,145.9,83.8,13,20.8,26402.0,5249.0,54000000.0
3,60.0,43.5,6,6.0,11360.0,13671.0,5600000.0
2,96.74,30.57,3,12.0,9984.0,24838.0,8179000.0
1,33.3,17.4,7,7.7,46507.0,16027.0,3500000.0
3,62.0,50.0,3,9.0,24710.0,5278.0,6000000.0
3,95.1,50.0,3,16.5,40660.0,12363.0,10200000.0
1,41.0,20.0,16,10.0,13881.0,12677.0,3400000.0
3,54.3,37.5,6,7.0,14442.0,11734.0,4790000.0
3,62.3,39.4,8,9.6,27644.0,11928.0,5050000.0
5,116.0,69.8,8,10.6,13772.0,13667.0,8700000.0
6,140.9,104.1,3,11.9,22481.0,2733.0,12590000.0
1,44.4,21.0,6,11.5,36598.0,12120.0,7200000.0
2,51.3,29.2,11,8.0,20563.0,22275.0,5500000.0
2,63.1,32.4,12,9.2,46530.0,15541.0,7500000.0
2,53.3,35.5,6,7.2,9740.0,10123.0,7100000.0
3,88.9,68.1,2,10.0,39813.0,15097.0,12300000.0
2,48.5,28.6,4,7.7,47877.0,15971.0,4700000.0
1,45.0,21.0,7,12.0,18109.0,30252.0,3120000.0
4,93.5,63.1,18,12.6,42114.0,21430.0,5430000.0
1,48.0,17.0,3,13.0,54160.0,35260.0,4750000.0
3,44.0,34.0,2,5.0,10143.0,11367.0,4600000.0
1,56.3,11.4,2,27.4,36813.0,8572.0,10800000.0
1,51.0,18.1,13,10.2,45031.0,12810.0,5950000.0
3,88.8,49.8,9,14.8,22077.0,17405.0,5812504.0
1,30.5,17.2,1,5.7,35890.0,9841.0,2400000.0
1,30.0,15.0,4,7.17,27711.0,11991.0,3000000.0
3,93.39,60.77,8,11.35,18396.0,16275.0,7690000.0
2,61.0,32.5,5,11.1,23591.0,29377.0,5200000.0
1,29.1,15.0,4,6.8,15322.0,13862.0,3300000.0
3,63.0,40.0,4,10.0,13090.0,15681.0,5350000.0
4,117.1,82.4,3,10.3,23401.0,4183.0,14000000.0
1,42.0,20.0,20,10.0,30187.0,11313.0,4410000.0
2,65.9,21.8,11,30.0,33626.0,13495.0,9090000.0
3,56.6,45.9,1,5.2,17048.0,16956.0,4025000.0
2,42.4,26.5,1,5.4,26522.0,32308.0,3500000.0
2,45.6,28.0,1,8.5,24150.0,29936.0,3300000.0
4,153.0,75.0,12,46.0,51333.0,13056.0,23990000.0
